"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-06-03,"陽明","PM2.5",5,4,2,3,4,5,9,10,13,17,26,15,16,15,14,12,12,13,9,4,5,7,11,11,"Sunday","June",10.08
2018-06-04,"陽明","PM2.5",6,6,9,9,10,9,11,11,15,22,22,17,17,-3,-3,12,14,19,17,19,15,11,14,10,"Monday","June",12.04
2018-06-05,"陽明","PM2.5",11,10,9,10,7,12,13,19,20,21,-3,-3,17,17,23,25,17,14,13,14,9,5,4,4,"Tuesday","June",12
2018-06-06,"陽明","PM2.5",1,2,2,7,7,4,1,1,6,10,14,1,1,19,20,15,16,10,10,15,10,9,7,5,"Wednesday","June",8.04
2018-06-07,"陽明","PM2.5",3,4,12,6,6,5,6,5,3,4,6,10,9,9,7,6,6,5,3,3,4,3,2,3,"Thursday","June",5.42
2018-06-08,"陽明","PM2.5",3,1,1,2,2,1,3,4,9,6,4,5,4,3,3,3,4,3,3,3,3,4,3,2,"Friday","June",3.29
2018-06-09,"陽明","PM2.5",2,2,3,3,3,3,4,4,4,4,5,6,4,5,4,6,5,6,5,6,6,9,6,3,"Saturday","June",4.5
2018-06-10,"陽明","PM2.5",4,5,9,9,11,13,16,19,22,21,21,17,20,17,11,9,9,12,12,11,7,9,9,7,"Sunday","June",12.5
2018-06-12,"陽明","PM2.5",16,19,19,17,16,21,22,21,22,22,22,17,20,23,25,30,31,28,26,28,24,23,21,19,"Tuesday","June",22.17
2018-06-13,"陽明","PM2.5",16,19,24,24,26,38,34,38,33,30,26,28,24,23,20,15,13,12,10,11,6,4,3,7,"Wednesday","June",20.17
2018-06-14,"陽明","PM2.5",3,1,1,1,1,2,4,7,7,10,-3,-3,1,1,1,1,1,1,1,1,2,1,1,1,"Thursday","June",1.83
2018-06-15,"陽明","PM2.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,2,2,3,"Friday","June",1.5
2018-06-16,"陽明","PM2.5",3,4,6,4,4,7,10,14,14,14,11,12,12,11,10,9,7,9,7,9,5,2,1,1,"Saturday","June",7.75
2018-06-17,"陽明","PM2.5",1,1,1,1,1,1,2,2,1,2,5,5,4,6,6,7,13,10,5,4,9,5,4,4,"Sunday","June",4.17
2018-06-18,"陽明","PM2.5",5,6,7,5,5,5,3,6,7,7,9,11,10,9,5,1,1,6,5,3,2,6,3,1,"Monday","June",5.33
2018-06-19,"陽明","PM2.5",2,1,2,4,3,4,3,4,5,11,5,2,5,5,5,3,3,3,4,3,2,4,2,2,"Tuesday","June",3.62
2018-06-20,"陽明","PM2.5",3,2,3,4,3,5,5,4,5,6,9,6,4,4,3,3,4,4,5,4,4,4,6,9,"Wednesday","June",4.54
2018-06-21,"陽明","PM2.5",7,7,4,4,5,10,9,9,9,11,14,12,13,16,13,16,6,6,6,4,6,5,7,6,"Thursday","June",8.54
2018-06-22,"陽明","PM2.5",7,6,13,14,11,11,9,7,10,11,10,20,17,3,9,9,9,11,14,11,11,10,11,7,"Friday","June",10.46
2018-06-23,"陽明","PM2.5",5,5,6,5,9,6,6,5,10,12,13,19,15,13,10,6,6,3,6,9,10,3,4,6,"Saturday","June",8
2018-06-24,"陽明","PM2.5",7,5,4,4,7,3,5,7,9,11,13,14,16,14,12,11,12,12,13,12,16,16,17,17,"Sunday","June",10.71
2018-06-25,"陽明","PM2.5",17,16,16,13,10,11,10,9,13,17,28,28,29,26,21,23,21,20,22,24,29,28,28,14,"Monday","June",19.71
2018-06-26,"陽明","PM2.5",13,16,14,21,21,21,17,11,16,21,28,30,34,37,29,22,15,21,26,24,19,20,3,4,"Tuesday","June",20.12
2018-06-27,"陽明","PM2.5",4,13,14,6,7,5,2,4,14,20,24,14,10,6,6,4,4,4,4,7,14,17,13,7,"Wednesday","June",9.29
2018-06-28,"陽明","PM2.5",10,9,5,7,7,12,11,14,14,15,-3,16,20,15,12,12,14,10,10,12,15,10,12,14,"Thursday","June",11.38
