"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-05-25,"松山","PM2.5",10,16,9,12,10,18,21,25,22,28,27,33,38,39,29,25,18,26,26,29,25,17,18,21,"Friday","May",22.58
2018-05-26,"松山","PM2.5",26,21,16,10,17,20,28,20,26,21,23,16,31,29,30,18,22,22,17,18,15,19,17,20,"Saturday","May",20.92
2018-05-27,"松山","PM2.5",20,17,17,5,14,16,20,27,24,22,13,14,19,19,27,24,29,16,14,10,13,18,17,17,"Sunday","May",18
2018-05-28,"松山","PM2.5",14,14,16,17,13,13,13,19,21,31,29,30,20,26,16,16,22,25,27,31,15,18,19,27,"Monday","May",20.5
2018-05-29,"松山","PM2.5",25,16,16,16,13,15,12,20,26,31,32,33,39,44,32,685,29,15,17,17,15,19,14,25,"Tuesday","May",50.25
2018-05-30,"松山","PM2.5",17,12,8,9,17,23,22,23,17,26,704,17,25,23,36,40,36,30,14,17,11,17,8,20,"Wednesday","May",48.83
2018-05-31,"松山","PM2.5",20,17,16,13,21,12,15,13,23,22,19,26,30,30,17,18,17,15,5,10,15,24,19,17,"Thursday","May",18.08
2018-06-01,"松山","PM2.5",7,4,4,6,8,8,11,9,10,7,6,10,10,10,5,4,6,9,13,17,11,12,5,5,"Friday","June",8.21
2018-06-02,"松山","PM2.5",5,3,13,11,17,13,10,14,13,15,12,17,17,18,10,17,10,17,14,20,17,14,13,6,"Saturday","June",13.17
2018-06-03,"松山","PM2.5",3,2,7,7,11,6,9,2,11,18,22,21,20,14,16,10,17,12,17,17,18,12,7,5,"Sunday","June",11.83
2018-06-04,"松山","PM2.5",7,9,10,12,7,9,7,13,9,16,11,15,15,22,21,11,15,14,32,27,25,7,11,7,"Monday","June",13.83
2018-06-05,"松山","PM2.5",7,1,9,17,16,9,3,12,16,25,19,27,23,32,22,20,15,18,21,17,14,17,14,17,"Tuesday","June",16.29
2018-06-06,"松山","PM2.5",9,14,6,11,7,6,1,7,12,18,17,17,21,23,26,28,30,27,26,18,20,17,20,14,"Wednesday","June",16.46
2018-06-07,"松山","PM2.5",11,12,15,12,11,10,6,6,8,17,14,15,5,12,9,18,12,11,7,6,4,8,8,6,"Thursday","June",10.12
2018-06-08,"松山","PM2.5",2,13,12,8,1,1,4,5,9,7,10,10,11,11,7,2,1,1,2,6,5,15,16,13,"Friday","June",7.17
2018-06-09,"松山","PM2.5",8,4,11,10,14,8,6,5,8,9,5,5,7,13,9,1,1,4,8,12,8,7,1,5,"Saturday","June",7.04
2018-06-10,"松山","PM2.5",8,5,7,7,9,11,16,17,14,7,14,12,14,17,17,17,9,12,13,14,14,15,16,11,"Sunday","June",12.33
2018-06-11,"松山","PM2.5",12,8,15,15,12,13,9,12,4,6,8,11,6,6,6,13,12,17,22,26,25,23,22,28,"Monday","June",13.79
2018-06-12,"松山","PM2.5",26,29,27,24,23,21,23,26,27,30,717,17,15,16,27,28,31,31,30,24,23,31,34,34,"Tuesday","June",54.75
2018-06-13,"松山","PM2.5",30,34,37,35,32,25,33,40,49,36,27,25,27,25,22,23,25,22,18,12,13,8,9,5,"Wednesday","June",25.5
2018-06-14,"松山","PM2.5",5,6,1,5,2,3,4,1,10,12,17,11,5,5,3,7,15,13,17,5,11,3,3,1,"Thursday","June",6.88
2018-06-15,"松山","PM2.5",2,4,3,3,8,6,10,8,8,6,1,2,1,2,1,3,1,9,6,13,10,12,7,2,"Friday","June",5.33
2018-06-16,"松山","PM2.5",1,1,1,1,5,1,8,16,24,20,17,20,21,27,21,21,7,8,12,21,19,19,10,19,"Saturday","June",13.33
2018-06-17,"松山","PM2.5",13,19,11,10,9,9,8,4,2,13,13,11,6,8,5,5,11,11,8,4,8,8,9,5,"Sunday","June",8.75
2018-06-18,"松山","PM2.5",10,9,9,10,12,13,2,4,3,10,9,11,13,10,14,9,11,6,8,10,14,10,3,3,"Monday","June",8.88
2018-06-19,"松山","PM2.5",7,7,3,2,4,6,7,6,8,7,4,10,11,18,8,10,6,11,5,3,2,5,9,4,"Tuesday","June",6.79
