"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-03-01,"大同","PM2.5",29,27,20,28,26,25,21,22,26,26,22,23,15,15,11,19,18,14,6,11,13,14,6,6,"Thursday","March",18.46
2018-03-02,"大同","PM2.5",10,9,5,8,9,15,7,13,16,23,23,30,34,41,35,50,50,61,62,67,72,72,80,80,"Friday","March",36.33
2018-03-03,"大同","PM2.5",74,56,50,49,53,62,59,70,75,79,63,60,63,60,56,50,55,50,51,49,43,34,35,31,"Saturday","March",55.29
2018-03-04,"大同","PM2.5",38,34,34,32,28,33,28,32,42,43,58,46,55,43,50,47,46,42,40,34,35,34,36,34,"Sunday","March",39.33
2018-03-05,"大同","PM2.5",32,44,43,49,38,40,29,33,34,46,51,51,45,28,13,18,18,17,12,3,4,11,11,9,"Monday","March",28.29
2018-03-06,"大同","PM2.5",6,6,7,11,11,13,10,17,14,12,8,9,11,7,12,17,16,12,6,6,3,2,1,3,"Tuesday","March",9.17
2018-03-07,"大同","PM2.5",7,10,7,3,3,3,11,17,20,14,12,8,15,9,10,10,19,21,21,18,17,20,20,20,"Wednesday","March",13.12
2018-03-08,"大同","PM2.5",9,11,5,6,6,6,7,1,1,1,2,4,7,9,11,17,16,20,12,14,7,12,13,23,"Thursday","March",9.17
2018-03-09,"大同","PM2.5",22,24,28,32,33,29,38,46,55,58,53,43,33,660,25,29,27,27,25,24,23,22,19,23,"Friday","March",58.25
2018-03-10,"大同","PM2.5",17,25,19,23,12,9,6,9,6,8,13,21,19,5,2,5,12,15,13,12,7,17,12,9,"Saturday","March",12.33
2018-03-11,"大同","PM2.5",8,6,11,4,11,6,8,6,12,12,9,14,16,19,12,13,12,13,10,7,1,2,7,13,"Sunday","March",9.67
2018-03-12,"大同","PM2.5",14,10,7,6,8,13,11,12,5,10,9,15,13,18,16,20,20,26,27,28,26,23,17,16,"Monday","March",15.42
2018-03-13,"大同","PM2.5",16,21,27,31,27,23,15,21,23,36,45,48,40,34,29,32,26,23,24,26,23,23,27,38,"Tuesday","March",28.25
2018-03-14,"大同","PM2.5",40,31,23,12,17,17,23,23,27,23,28,27,35,33,34,32,37,32,31,29,31,31,24,17,"Wednesday","March",27.38
2018-03-15,"大同","PM2.5",9,6,9,10,9,12,17,26,33,40,43,48,45,42,44,40,31,26,22,27,16,21,21,23,"Thursday","March",25.83
2018-03-16,"大同","PM2.5",23,24,26,25,23,21,18,20,21,21,28,29,35,26,20,19,18,22,17,16,20,21,19,12,"Friday","March",21.83
2018-03-17,"大同","PM2.5",6,7,9,16,14,11,10,13,13,15,9,12,7,12,12,12,10,12,10,14,17,21,17,16,"Saturday","March",12.29
2018-03-18,"大同","PM2.5",17,19,17,16,13,17,19,22,17,17,22,22,23,23,24,29,24,32,29,29,28,30,32,33,"Sunday","March",23.08
