"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-04-15,"士林","PM2.5",17,17,9,8,11,5,22,11,11,1,1,10,4,16,13,22,24,32,32,35,31,41,41,41,"Sunday","April",18.96
2018-04-16,"士林","PM2.5",35,28,23,15,11,15,13,15,14,12,13,11,15,7,6,9,13,11,19,15,14,3,5,9,"Monday","April",13.79
2018-04-17,"士林","PM2.5",6,19,23,24,14,10,6,7,17,17,17,12,15,25,26,25,20,9,26,16,15,1,7,17,"Tuesday","April",15.58
2018-04-18,"士林","PM2.5",14,15,6,15,13,18,16,14,7,3,4,4,10,11,20,10,13,9,22,16,14,6,13,17,"Wednesday","April",12.08
2018-04-19,"士林","PM2.5",13,12,16,17,15,24,27,36,33,29,703,10,5,12,21,10,16,12,15,16,12,22,9,20,"Thursday","April",46.04
2018-04-20,"士林","PM2.5",15,30,20,28,10,20,6,10,8,24,20,28,15,29,16,18,18,21,25,21,24,27,31,23,"Friday","April",20.29
2018-04-21,"士林","PM2.5",18,12,17,17,11,22,20,26,17,28,31,30,25,38,60,75,70,65,66,73,68,51,30,24,"Saturday","April",37.25
2018-04-22,"士林","PM2.5",22,25,23,16,22,16,21,25,33,42,47,55,39,31,19,20,20,14,23,24,39,36,32,22,"Sunday","April",27.75
2018-04-23,"士林","PM2.5",12,18,11,17,7,8,11,13,17,17,17,9,10,16,25,24,18,16,13,9,3,10,5,19,"Monday","April",13.54
2018-04-24,"士林","PM2.5",8,9,1,5,14,9,22,22,31,28,23,19,4,1,1,2,17,11,13,1,10,9,9,4,"Tuesday","April",11.38
2018-04-25,"士林","PM2.5",6,6,14,10,13,14,23,27,17,20,34,29,31,10,23,11,19,16,21,18,21,25,31,31,"Wednesday","April",19.58
2018-04-26,"士林","PM2.5",22,24,17,25,22,30,23,17,18,18,21,13,13,18,17,19,16,14,19,21,18,19,18,23,"Thursday","April",19.38
2018-04-27,"士林","PM2.5",18,15,12,17,12,11,13,30,28,24,13,23,27,24,14,9,11,23,29,36,33,26,9,20,"Friday","April",19.88
2018-04-28,"士林","PM2.5",17,32,20,21,13,21,25,22,18,17,28,26,29,21,23,21,30,19,22,12,25,15,25,16,"Saturday","April",21.58
2018-04-29,"士林","PM2.5",21,11,10,15,11,16,17,21,20,34,47,68,57,49,39,31,44,39,45,36,41,50,53,44,"Sunday","April",34.12
2018-04-30,"士林","PM2.5",39,39,34,31,13,31,21,21,14,22,700,39,35,42,42,31,24,20,29,30,36,38,39,31,"Monday","April",58.38
2018-05-01,"士林","PM2.5",31,28,21,21,15,17,10,18,14,18,21,23,40,28,40,21,31,20,22,23,29,29,21,13,"Tuesday","May",23.08
2018-05-02,"士林","PM2.5",10,17,15,17,16,22,26,28,28,30,32,47,34,28,3,17,9,13,2,11,14,15,20,19,"Wednesday","May",19.71
2018-05-03,"士林","PM2.5",19,18,27,37,36,34,25,30,24,36,30,33,26,25,17,18,17,28,25,28,29,22,13,7,"Thursday","May",25.17
2018-05-04,"士林","PM2.5",10,9,2,6,8,13,10,6,4,2,6,17,19,22,18,10,8,5,11,16,12,13,7,13,"Friday","May",10.29
2018-05-05,"士林","PM2.5",7,10,6,9,5,1,11,6,7,8,10,31,19,39,32,45,40,39,33,29,29,21,14,9,"Saturday","May",19.17
2018-05-06,"士林","PM2.5",12,12,17,14,13,10,11,19,29,28,34,29,36,24,20,26,25,23,15,11,10,14,15,16,"Sunday","May",19.29
2018-05-07,"士林","PM2.5",13,12,15,9,7,1,13,10,17,12,23,34,40,37,29,21,23,28,23,16,18,15,25,10,"Monday","May",18.79
2018-05-08,"士林","PM2.5",23,9,8,1,1,5,2,10,2,9,5,5,1,1,4,6,10,11,16,12,9,11,6,8,"Tuesday","May",7.29
2018-05-09,"士林","PM2.5",5,13,21,22,13,17,11,22,26,25,18,5,11,14,13,20,12,14,7,14,14,15,11,17,"Wednesday","May",15
2018-05-10,"士林","PM2.5",23,20,10,2,8,6,5,5,14,15,16,7,15,12,18,8,9,21,17,16,11,16,14,2,"Thursday","May",12.08
2018-05-11,"士林","PM2.5",1,3,7,6,8,5,5,9,14,19,11,14,5,17,7,23,14,21,14,16,23,15,16,5,"Friday","May",11.58
2018-05-12,"士林","PM2.5",4,7,10,17,15,7,6,12,26,26,28,16,24,11,9,10,18,30,34,41,42,35,35,30,"Saturday","May",20.54
2018-05-13,"士林","PM2.5",28,22,28,23,33,35,36,34,32,50,40,37,28,34,40,32,23,15,20,23,21,20,25,31,"Sunday","May",29.58
2018-05-14,"士林","PM2.5",25,24,19,19,20,35,29,31,28,38,723,232,215,226,16,26,18,30,32,31,25,20,17,23,"Monday","May",79.25
2018-05-16,"士林","PM2.5",7,10,15,25,23,20,12,20,29,25,23,23,21,18,11,5,22,16,29,12,26,18,24,20,"Wednesday","May",18.92
2018-05-17,"士林","PM2.5",16,19,9,5,9,17,22,20,21,31,26,35,28,42,22,21,14,17,22,15,17,25,18,28,"Thursday","May",20.79
2018-05-18,"士林","PM2.5",18,25,20,23,23,21,21,24,31,41,31,40,29,41,25,28,19,24,23,30,24,18,16,20,"Friday","May",25.62
2018-05-19,"士林","PM2.5",20,16,21,24,26,22,24,31,25,29,28,31,29,15,19,7,13,19,31,31,25,14,16,14,"Saturday","May",22.08
2018-05-20,"士林","PM2.5",26,29,29,30,27,31,26,27,31,45,41,36,17,19,6,13,7,22,28,39,24,20,12,19,"Sunday","May",25.17
2018-05-21,"士林","PM2.5",10,7,3,14,11,15,9,12,13,15,24,20,30,19,23,3,16,12,11,7,13,15,17,10,"Monday","May",13.71
2018-05-22,"士林","PM2.5",7,13,22,31,28,27,32,30,40,31,35,34,31,31,20,25,20,29,34,37,27,11,18,12,"Tuesday","May",26.04
2018-05-23,"士林","PM2.5",27,21,25,23,23,27,21,18,25,31,38,24,18,13,15,14,10,13,12,8,24,33,39,20,"Wednesday","May",21.75
2018-05-24,"士林","PM2.5",3,5,5,10,15,13,11,10,12,31,18,35,43,43,41,27,31,21,12,16,18,16,23,14,"Thursday","May",19.71
2018-05-25,"士林","PM2.5",19,18,25,19,16,26,33,34,30,37,30,37,32,40,27,20,21,19,21,12,18,9,22,12,"Friday","May",24.04
2018-05-26,"士林","PM2.5",21,9,28,27,26,18,10,20,9,18,8,22,25,28,22,20,19,21,22,23,18,15,16,18,"Saturday","May",19.29
2018-05-27,"士林","PM2.5",15,15,17,17,16,13,24,26,21,9,13,16,32,24,705,30,11,20,13,31,20,31,20,27,"Sunday","May",48.58
2018-05-28,"士林","PM2.5",15,22,12,22,15,22,12,11,11,13,5,11,8,26,16,26,24,28,25,15,18,18,23,20,"Monday","May",17.42
2018-05-29,"士林","PM2.5",30,31,31,24,19,15,18,26,30,32,36,40,40,42,32,27,21,31,26,21,21,30,33,23,"Tuesday","May",28.29
2018-05-30,"士林","PM2.5",20,15,29,18,10,10,11,28,25,40,696,47,37,37,21,28,23,22,31,23,23,21,15,8,"Wednesday","May",51.58
2018-05-31,"士林","PM2.5",12,11,26,10,25,18,24,26,32,33,26,18,26,16,14,7,15,28,21,27,19,23,15,7,"Thursday","May",19.96
2018-06-01,"士林","PM2.5",5,5,6,6,3,7,7,11,4,6,2,3,3,12,15,14,10,7,11,5,8,6,6,2,"Friday","June",6.83
2018-06-02,"士林","PM2.5",9,8,10,7,10,16,8,18,27,25,28,12,26,15,21,17,20,29,22,25,15,26,21,24,"Saturday","June",18.29
2018-06-03,"士林","PM2.5",17,23,22,21,12,14,19,19,14,8,20,22,28,16,11,4,12,20,22,20,19,17,15,12,"Sunday","June",16.96
2018-06-04,"士林","PM2.5",11,16,20,29,15,22,13,23,24,27,26,9,12,14,31,28,25,12,18,18,13,13,9,18,"Monday","June",18.58
2018-06-05,"士林","PM2.5",20,20,16,11,10,11,12,17,29,21,26,12,27,16,24,22,29,26,25,16,22,12,19,16,"Tuesday","June",19.12
